codice_sku,quantita,immagine_sku,ordine_tipo_componente,tipo_componente,nome_modello,modelli_correlati,descrizione_breve,tensione_alimentazione,corrente_assorbita,tipo_motore,potenza_massima,coppia_massima,materiale,trattamento_superficiale,forza_spinta,rapporto_riduzione,numero_max_schede_collegabili,velocita_angolare,velocita_anta,lunghezza_anta_max,lunghezza_asta_max,spazio_fermata,controllo_motore,tipo_finecorsa,pignone,regolazione_forza,peso_anta_max,angolo_apertura_max,temperatura_esercizio,termoprotezione,grado_protezione_ip,peso_unita,frequenza_utilizzo,larghezza_anta_max,dimensioni,scheda_elettronica,arresti_meccanici,tempo_utilizzo_continuo,tempo_apertura,encoder,tipo_rallentamento,tipo_asta,dimensione_pilastro,dispositivo_sblocco,condensatore_spunto,lunghezza_mm,unita_misura_prezzo,icona_badge,decodifica_radio,memoria_codici_radio,collegamento,note_tecniche,corsa_stelo,dimensioni_colonna,peso_anta_cantilever,portata_pompa,staffe_fissaggio,tipo_olio,tipo_utilizzo,velocita_stelo
428044,,428045.tif,9,accessorio,,B680H,"Asta Intera S 5,3 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428045,,428045.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida;B680H,Asta tonda S - Ø 75 mm (adesivi non compresi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428046,,428045.tif,9,accessorio,,B614;615BPR;620 Standard;B680H,Asta tonda S - Ø 75 mm (adesivi non compresi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428047,,428045.tif,9,accessorio,,B680H,"Asta Intera L 5,3 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428048,,428045.tif,9,accessorio,,B680H,Asta iniziale L - Lunghezza 4 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428049,,428045.tif,9,accessorio,,B680H,"Asta Finale L 2,3 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428050,,428045.tif,9,accessorio,,B680H,"Asta Finale L 3,3 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428051,,428045.tif,9,accessorio,,B680H,"Asta finale L - Lunghezza 4,3 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428088,,428087.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida,Asta rettangolare standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428089,,428087.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida,Asta rettangolare standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428090,,428087.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida,le aste rettangolari dispongono di un profilo di gomma antiurto; per una ragione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428091,,428087.tif,9,accessorio,,B614;615BPR;620 Standard,le aste rettangolari dispongono di un profilo di gomma antiurto; per una ragione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428137,,428137.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida,Kit articolazione - H max soffitto 3 m (solo per aste rettangolari standard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428163,,428163.tif,9,accessorio,,620 Standard;620 Rapida;B680H,Tasca di fissaggio per asta tonda pivottante - (INOX),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428176,,428175.tif,9,accessorio,,620 Standard;620 Rapida;B680H,"Non è possibile utilizzare siepi, piedino e forcella in abbinamento alle aste ton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428342,,428342.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida,Tasca di fissaggio per asta rettangolare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428436,,428436.tif,9,accessorio,,B680H,Tasca e molla di bilanciamento S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428437,,428437.tif,9,accessorio,,B680H,Tasca e molla di bilanciamento L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428441,,428441.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida;B680H,Kit siepe lunghezza 2 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428444,,428444.tif,9,accessorio,,B614;B680H,Kit articolata per asta tonda S (max 4 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428445,,428445.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida,Tasca di fissaggio per aste tonde S 615/620/B614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428446,,428441.tif,9,accessorio,,B614;615BPR;620 Standard;B680H,Kit siepe lunghezza 3 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428615,,428615.tif,9,accessorio,,B614;615BPR;620 Standard;B680H,le aste tonde S dispongono di un profilo di gomma antiurto; per una ragione di bi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428616,,428615.tif,9,accessorio,,B680H,Giunto L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428715,,,9,accessorio,,B614,Kit snodo e tirante B614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428805,,428805.tif,9,accessorio,,B614;615BPR;B680H,Piedino di estremità regolabile per appoggio asta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428806,,428806.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida;B680H,Forcella regolabile per supporto asta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430003,,,,accessorio,,,Supporto XGUARD per colonnetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490042,1,490042.tif,9,accessorio,,,Positive Stop - arresti meccanici ap./ch (integrabili sul mod. 400),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490043,1,490043.tif,9,accessorio,,,Positive Stop - arresti meccanici ap./ch (integrabili sul mod. 400 CBAC L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490058,,490058.tif,9,accessorio,,620 Standard;620 Rapida,Piastra di fondazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490065,1,490065.tif,9,accessorio,Cassetta portante con sistema di sblocco (Brevettato),,Cassetta portante con sistema di sblocco (Brevettato),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490073,,490073.tif,9,accessorio,,615BPR,Piastra di fondazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490110,1,490110.tif,9,accessorio,,,Cassetta portante in acciaio inox con sistema di sblocco (Brevettato),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490111,1,,9,accessorio,,,Kit apertura a 180°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490112,1,490112.tif,9,accessorio,,,Cassetta portante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490113,1,490113.tif,9,accessorio,,,Cassetta portante INOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490117,,490117.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida;B680H,Kit 6 adesivi catarifrangenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490122,,,9,accessorio,,,Cremagliera zincata 30x12 mod. 4 attacchi a saldare inclusi (conf. 4 pezzi da 1m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490123,,,9,accessorio,,,Cremagliera zincata 30x8 mod. 4 attacchi a saldare inclusi (conf. 4 pezzi da 1m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490124,,,9,accessorio,,,Cremagliera zincata 30x12 mod. 4 attacchi fissaggio mecc. inclusi (conf. 4 pezzi da 1m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490125,,,9,accessorio,,,Cremagliera zincata 30x8 mod. 4 attacchi fissaggio mecc. inclusi (conf. 4 pezzi da 1m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490139,,490139.tif,9,accessorio,,B680H,Piastra di fondazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490183,,490183.tif,9,accessorio,,B614,Piastra di fondazione B614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490186,,490186.tif,9,accessorio,,B614,Confezione attacchi doppia molla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490187,1,490187.tif,9,accessorio,,,Kit scarpetta S800 saldata (saldatura conforme a UNI EN ISO 15614-1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490250,1,490250.tif,9,accessorio,Gruppo Cerniera S2500I,,Gruppo Cerniera S2500I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490251,,,9,accessorio,,,Sblocco manuale a carrucola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490252,1,490252.tif,9,accessorio,,,Arresti meccanici integrati S2500I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490253,1,490253.tif,9,accessorio,,,Kit staffa guida S2500I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490254,1,490254.tif,9,accessorio,,,Adattatore colonna 100mm S2500I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490255,1,490255.tif,9,accessorio,,,Adattatore colonna 120mm S2500I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490333,,,9,accessorio,,,Cremagliera nylon 30x20 mod.4 con anima in acciaio (conf. 4 pezzi da 1m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peso massimo del cancello: 400kg,,,,,,,,
490349,1,490349.tif,9,accessorio,,,Kit 2 Staffe posteriori ad avvitare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,580,,,220-240V~ 50/60 Hz,,Asincrono monofase,220 W,450 Nm (*),,,,,,9°15'/s (*),,,,,,,,,,,-20 °C ÷ +55 °C,120 °C,IP55,12 Kg,60 cicli/ora,,480 x 96 x 110 mm,Non compresa,,,20,,,,,,,,,,,,,,,,,0.75 lpm (*),,FAAC HP OIL,,
63000169,,63000169.tif,9,accessorio,,B680H,Molla S (necessaria per aste tonde pivottanti),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63000710,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63001034,,63001034.tif,1,Apparecchiature Elettroniche,,B614,Scheda elettronica E614 (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63002425,,,1,Apparecchiature Elettroniche,,,Scheda elettronica E700 HS incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63002485,,,1,Apparecchiature Elettroniche,,,Scheda elettronica E721 (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63003207,,,1,Apparecchiature Elettroniche,,,Scheda elettronica E850S incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63003390,,,1,Apparecchiature Elettroniche,,,Scheda elettronica E4000I incorporata nell'automatismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63003452,,63000128.tif,1,Apparecchiature Elettroniche,,B680H,Scheda elettronica E680S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63003478,,,1,Apparecchiature Elettroniche,,,Scheda elettronica E781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667755,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669900,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712052,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71209101,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71209101-10,1,,9,Accessori,,,Serratura di sblocco con chiave personalizzata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712104001,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712104001-10,1,,9,Accessori,,,Serratura di sblocco con chiave personalizzata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712501001,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712501001-10,1,712501001.tif,9,Accessori,,,Serratura di sblocco con chiave personalizzata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712650,,,,accessorio,,,Elettroserratura 12 Vac completa di controbocchetta a pavimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712651001,,,,accessorio,,,Cilindro interno con n° 2 chiavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712651010,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712652001,,,,accessorio,,,Cilindro esterno con n° 2 chiavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712652010,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71275101,,71275101.tif,9,accessorio,,,Serratura con chiave personalizzata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71275101-10,,,9,Accessori,,,Serratura con chiave personalizzata 1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712805,,,,accessorio,,,Serratura di sblocco con chiave per mod. L e LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712990,,,,accessorio,,,Controbocchetta a pilastro (cancelli ad un'anta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713002,1,713002.tif,9,accessorio,,,Chiave di sblocco supplementare triangolare (confezione da 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713009,1,713009.tif,9,accessorio,,,Coppia di chiavi di sblocco supplementari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714017,,,,accessorio,,,"Olio idraulico ""FAAC HP OIL""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714041,,,,accessorio,,,Tanica da litri 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719130,,,9,accessorio,,,Pignone Z16 cremagliera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7191661,,,9,accessorio,,,Pignone Z12 cremagliera (cancello peso max 2.200 Kg) per 844 R 3PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719167,,,9,accessorio,,,Pignone Z20 cremagliera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719169,,,9,accessorio,,,Pignone Z16 modulo 6 con protezione per cremagliera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719328,,,9,accessorio,,,Cremagliera zincata 30x30 modulo 6 (lunghezza 1 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720050,,,,accessorio,,,EM (Protezione IP65),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720086,,,,accessorio,,,Contenitore plastico a murare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720118,1,720118.tif,9,accessorio,,,Contenitore mod. L per schede elettroniche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720119,1,720119.tif,9,accessorio,MOD.E,,Contenitore mod. E per schede elettroniche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720309,1,720309.tif,9,accessorio,,,Contenitore mod. LM per schede elettroniche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720316,,,,accessorio,,,confez. da 20 pz.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721005,,,9,accessorio,,615BPR,"Molla di bilanciamento Ø 6,0 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721006,,,9,accessorio,,615BPR,"Molla di bilanciamento Ø 7,0 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721007,,,9,accessorio,,615BPR,"Molla di bilanciamento Ø 7,5 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721008,,,9,accessorio,,615BPR,"Molla di bilanciamento Ø 5,5 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721018,,,9,accessorio,,615BPR,Le molle di bilanciamento non sono comprese nel cofano e devono essere ordinate s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721209,,721209.tif,9,accessorio,,B614,Molla di bilanciamento B614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721232,,721209.tif,9,accessorio,,B614,Molla di bilanciamento 6mt B614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722121,1,722121.tif,9,accessorio,,,Arresto meccanico interno di apertura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722122,1,722122.tif,9,accessorio,,,Arresto meccanico interno di chiusura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722123,,,9,accessorio,,,Confezione angolari per fissaggio cremagliera (3 pz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722136,,,9,Accessori,,,"Longherone di fissaggio lunghezza 1,5 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722140,,,9,Accessori,,,Longherone di fissaggio lunghezza 2 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722291,,,9,accessorio,,,"Longherone di fissaggio lunghezza 1,5 m (per modello 593)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722299,,,9,accessorio,,,"Longherone di fissaggio lunghezza 1,5 m (per modello 580)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727525,1,727525.eps,9,accessorio,,,Carter di copertura stelo per mod. 415 con corsa stelo 300 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736022,,,9,Accessori,,,"Coppia tubi di trasmissione 1,5 m, supporti, installaz. con 1 operatore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736023,,,9,accessorio,,,"Coppia tubi di trasmissione con supporti laterali, per installazione con 1 operatore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736425,,,,,M60,,,,,,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736426,,,,accessorio,,,"lungh. m 1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736427,,,,accessorio,,,"lungh. m 2,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736428,,,,accessorio,,,"lungh. m 2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736429,,,,accessorio,,,"lungh. m 3,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737100,,,,accessorio,,,Piastra di fondazione per colonnetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737604,1,737604.tif,9,accessorio,,,Piastra di fissaggio a muro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737621,,737621.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida;B680H,Piastra di supporto per forcella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737628,,,9,accessorio,,,Piastra di fondazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737816,,737816.tif,9,accessorio,,,Piastra di fondazione con regolazioni laterali ed in altezza (confez. da 6 pz.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737850,,,9,accessorio,,,Piastra di fondazione C851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738700,,,9,accessorio,,,Braccio telescopico articolato con accessori per l'installazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738703,,,9,accessorio,,,Braccio telescopico standard con accessori per l'installazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738705,1,738705.tif,9,accessorio,,,Braccio articolato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738706,,,9,accessorio,,,Braccio telescopico (applicazione per porte a libro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738709,,,9,Accessori,,,Confezioni con due bracci telescopici dritti con boccola non a saldare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770088,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785028,,,,accessorio,,,XGUARD-10 Sensore Laser Verticale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785031,,,,accessorio,,,Staffa di fissaggio XGUARD-BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785102,,785102.tif,9,accessorio,XP 20 D,,Coppia di fotocellule XP20 D,24V - 24V~,Rx (30 mA) + Tx (20 mA),,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP54,,,,41.5 x 42.5 x 130 mm,,,,,,,,,,,,,,,,,,,,,,,,,
785103,,785103.tif,9,accessorio,XP 20B D,,Coppia di fotocellule XP 20B D,BUS 2easy. a 2 fili non polarizzati 24V,Rx (10 mA) + Tx (10 mA),,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP54,,,,41.5 x 42.5 x 130 mm,,,,,,,,,,,,,,,,,,,,,,,,,
785104,,,,,XP 20W D,,,Rx:12 ÷ 24V~ - 12 ÷ 24 V Tx: 12 ÷ 24V~ - 12 ÷ 24 V o con batteria (3 VcR2 - non inclusa),Rx (30 mA) + Tx (40 mA a batteria o 5 mA a 24V ),,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP54,,,,41.5 x 42.5 x 130 mm,,,,,,,,,,,,,,,,,,,,,,,,,
785105,,,,accessorio,XP 30,,Coppia di fotocellule XP 30,24V - 24V~,Rx (30 mA) + Tx (20 mA),,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP54,,,,55.4 x 21.5 x 78.4 mm,,,,,,,,,,,,,,,,,,,,,,,,,
7851051,,,,,XP 30 INOX,,,24V - 24V~,Rx (30 mA) + Tx (20 mA),,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP54,,,,55.4 x 21.5 x 78.4 mm,,,,,,,,,,,,,,,,,,,,,,,,,
785106,,,,accessorio,XP 30B,,Coppia di fotocellule XP 30B,BUS 2easy. a 2 fili non polarizzati 24V,Rx (25 mA) + Tx (15 mA),,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP54,,,,55.4 x 21.5 x 78.4 mm,,,,,,,,,,,,,,,,,,,,,,,,,
